id,column_name,path,list_path,subfield_path,var_type,data_type,json_name,duplicate_flag,keepID,date_added,file_path
Profile:Profile Info:ProfileMap:telephoneNumber,telephoneNumber,"[""Profile"", ""Profile Info"", ""ProfileMap"", ""telephoneNumber""]",,"[""Profile"", ""Profile Info"", ""ProfileMap"", ""telephoneNumber""]",static,string,,No,,pre-trial,
Profile:Profile Info:ProfileMap:profileVideo,profileVideo,"[""Profile"", ""Profile Info"", ""ProfileMap"", ""profileVideo""]",,"[""Profile"", ""Profile Info"", ""ProfileMap"", ""profileVideo""]",static,string,,No,,pre-trial,
Profile:Profile Info:ProfileMap:profilePhoto,profilePhoto,"[""Profile"", ""Profile Info"", ""ProfileMap"", ""profilePhoto""]",,"[""Profile"", ""Profile Info"", ""ProfileMap"", ""profilePhoto""]",static,string,,No,,pre-trial,
Profile:Profile Info:ProfileMap:likesReceived,likesReceived,"[""Profile"", ""Profile Info"", ""ProfileMap"", ""likesReceived""]",,"[""Profile"", ""Profile Info"", ""ProfileMap"", ""likesReceived""]",static,string,,No,Profile:Profile Information:ProfileMap:likesReceived,pre-trial,
Profile:Profile Info:ProfileMap:emailAddress,emailAddress,"[""Profile"", ""Profile Info"", ""ProfileMap"", ""emailAddress""]",,"[""Profile"", ""Profile Info"", ""ProfileMap"", ""emailAddress""]",static,string,,No,,pre-trial,
Profile:Profile Info:ProfileMap:birthDate,birthDate,"[""Profile"", ""Profile Info"", ""ProfileMap"", ""birthDate""]",,"[""Profile"", ""Profile Info"", ""ProfileMap"", ""birthDate""]",static,string,,No,,pre-trial,
Profile:Profile Info:ProfileMap:bioDescription,bioDescription,"[""Profile"", ""Profile Info"", ""ProfileMap"", ""bioDescription""]",,"[""Profile"", ""Profile Info"", ""ProfileMap"", ""bioDescription""]",static,string,,No,,pre-trial,
Profile:Profile Info:ProfileMap:PlatformInfo,PlatformInfo,"[""Profile"", ""Profile Info"", ""ProfileMap"", ""PlatformInfo""]",,"[""Profile"", ""Profile Info"", ""ProfileMap"", ""PlatformInfo""]",static,array,,No,,pre-trial,
Profile:Profile Info:App,App,"[""Profile"", ""Profile Info"", ""App""]",,"[""Profile"", ""Profile Info"", ""App""]",static,number,,No,,pre-trial,
Profile:Autofill:ZipCode,ZipCode,"[""Profile"", ""Autofill"", ""ZipCode""]",,"[""Profile"", ""Autofill"", ""ZipCode""]",static,string,,No,,pre-trial,
Profile:Autofill:Unit,Unit,"[""Profile"", ""Autofill"", ""Unit""]",,"[""Profile"", ""Autofill"", ""Unit""]",static,string,,No,,pre-trial,
Profile:Autofill:State,State,"[""Profile"", ""Autofill"", ""State""]",,"[""Profile"", ""Autofill"", ""State""]",static,string,,No,,pre-trial,
Profile:Autofill:PhoneNumber,PhoneNumber,"[""Profile"", ""Autofill"", ""PhoneNumber""]",,"[""Profile"", ""Autofill"", ""PhoneNumber""]",static,string,,No,,pre-trial,
Profile:Autofill:LastName,LastName,"[""Profile"", ""Autofill"", ""LastName""]",,"[""Profile"", ""Autofill"", ""LastName""]",static,string,,No,,pre-trial,
Profile:Autofill:FirstName,FirstName,"[""Profile"", ""Autofill"", ""FirstName""]",,"[""Profile"", ""Autofill"", ""FirstName""]",static,string,,No,,pre-trial,
Profile:Autofill:Email,Email,"[""Profile"", ""Autofill"", ""Email""]",,"[""Profile"", ""Autofill"", ""Email""]",static,string,,No,,pre-trial,
Profile:Autofill:Country,Country,"[""Profile"", ""Autofill"", ""Country""]",,"[""Profile"", ""Autofill"", ""Country""]",static,string,,No,,pre-trial,
Profile:Autofill:City,City,"[""Profile"", ""Autofill"", ""City""]",,"[""Profile"", ""Autofill"", ""City""]",static,string,,No,,pre-trial,
Profile:Autofill:Address,Address,"[""Profile"", ""Autofill"", ""Address""]",,"[""Profile"", ""Autofill"", ""Address""]",static,string,,No,,pre-trial,
Profile:Auto Fill:ZipCode,ZipCode,"[""Profile"", ""Auto Fill"", ""ZipCode""]",,"[""Profile"", ""Auto Fill"", ""ZipCode""]",static,string,,No,,pre-trial,
Profile:Auto Fill:Unit,Unit,"[""Profile"", ""Auto Fill"", ""Unit""]",,"[""Profile"", ""Auto Fill"", ""Unit""]",static,string,,No,,pre-trial,
Profile:Auto Fill:State,State,"[""Profile"", ""Auto Fill"", ""State""]",,"[""Profile"", ""Auto Fill"", ""State""]",static,string,,No,,pre-trial,
Profile:Auto Fill:PhoneNumber,PhoneNumber,"[""Profile"", ""Auto Fill"", ""PhoneNumber""]",,"[""Profile"", ""Auto Fill"", ""PhoneNumber""]",static,string,,No,,pre-trial,
Profile:Auto Fill:LastName,LastName,"[""Profile"", ""Auto Fill"", ""LastName""]",,"[""Profile"", ""Auto Fill"", ""LastName""]",static,string,,No,,pre-trial,
Profile:Auto Fill:FirstName,FirstName,"[""Profile"", ""Auto Fill"", ""FirstName""]",,"[""Profile"", ""Auto Fill"", ""FirstName""]",static,string,,No,,pre-trial,
Profile:Auto Fill:Email,Email,"[""Profile"", ""Auto Fill"", ""Email""]",,"[""Profile"", ""Auto Fill"", ""Email""]",static,string,,No,,pre-trial,
Profile:Auto Fill:Country,Country,"[""Profile"", ""Auto Fill"", ""Country""]",,"[""Profile"", ""Auto Fill"", ""Country""]",static,string,,No,,pre-trial,
Profile:Auto Fill:City,City,"[""Profile"", ""Auto Fill"", ""City""]",,"[""Profile"", ""Auto Fill"", ""City""]",static,string,,No,,pre-trial,
Profile:Auto Fill:Address,Address,"[""Profile"", ""Auto Fill"", ""Address""]",,"[""Profile"", ""Auto Fill"", ""Address""]",static,string,,No,,pre-trial,
Profile:AIMoji:CreateDate,CreateDate,"[""Profile"", ""AIMoji"", ""CreateDate""]",,"[""Profile"", ""AIMoji"", ""CreateDate""]",static,string,,No,,pre-trial,
Profile:AI-Moji:CreateDate,CreateDate,"[""Profile"", ""AI-Moji"", ""CreateDate""]",,"[""Profile"", ""AI-Moji"", ""CreateDate""]",static,string,,No,,pre-trial,
Profile:AI-Moji:AIMojiList,AIMojiList,"[""Profile"", ""AI-Moji"", ""AIMojiList""]",,"[""Profile"", ""AI-Moji"", ""AIMojiList""]",static,object,,No,,pre-trial,
Profile:Profile Info:ProfileMap:PlatformInfo:Profile Photo,Profile Photo,"[""Profile"", ""Profile Info"", ""ProfileMap"", ""PlatformInfo"", ""Profile Photo""]","[""Profile"", ""Profile Info"", ""ProfileMap"", ""PlatformInfo""]","[""Profile Photo""]",list,string,,No,,pre-trial,
Profile:Profile Information:ProfileMap:PlatformInfo:Profile Photo,Profile Photo,"[""Profile"", ""Profile Information"", ""ProfileMap"", ""PlatformInfo"", ""Profile Photo""]","[""Profile"", ""Profile Information"", ""ProfileMap"", ""PlatformInfo""]","[""Profile Photo""]",list,string,,No,,pre-trial,
Post:Recently Deleted Posts:PostList,PostList,"[""Post"", ""Recently Deleted Posts"", ""PostList""]",,"[""Post"", ""Recently Deleted Posts"", ""PostList""]",static,array,,Yes,,pre-trial,
Post:Recently Deleted Posts:PostList,PostList,"[""Post"", ""Recently Deleted Posts"", ""PostList""]",,"[""Post"", ""Recently Deleted Posts"", ""PostList""]",static,array,,Yes,,pre-trial,
Post:Recently Deleted Posts:PostList,PostList,"[""Post"", ""Recently Deleted Posts"", ""PostList""]",,"[""Post"", ""Recently Deleted Posts"", ""PostList""]",static,object,,Yes,,pre-trial,
Post:Recently Deleted Posts:PostList,PostList,"[""Post"", ""Recently Deleted Posts"", ""PostList""]",,"[""Post"", ""Recently Deleted Posts"", ""PostList""]",static,object,,Yes,,pre-trial,
Post:Posts:VideoList,VideoList,"[""Post"", ""Posts"", ""VideoList""]",,"[""Post"", ""Posts"", ""VideoList""]",static,object,,No,Post:Posts:VideoList,pre-trial,
Profile:Profile Information:ProfileMap:PlatformInfo:Platform,Platform,"[""Profile"", ""Profile Information"", ""ProfileMap"", ""PlatformInfo"", ""Platform""]","[""Profile"", ""Profile Information"", ""ProfileMap"", ""PlatformInfo""]","[""Platform""]",list,string,,No,,pre-trial,
Profile:Profile Info:ProfileMap:PlatformInfo:Platform,Platform,"[""Profile"", ""Profile Info"", ""ProfileMap"", ""PlatformInfo"", ""Platform""]","[""Profile"", ""Profile Info"", ""ProfileMap"", ""PlatformInfo""]","[""Platform""]",list,string,,No,,pre-trial,
Poi Review:POI Review:ReviewsList:PlaceName,PlaceName,"[""Poi Review"", ""POI Review"", ""ReviewsList"", ""PlaceName""]","[""Poi Review"", ""POI Review"", ""ReviewsList""]","[""PlaceName""]",list,string,,No,,pre-trial,
Your Activity:Login History:LoginHistoryList:NetworkType,NetworkType,"[""Your Activity"", ""Login History"", ""LoginHistoryList"", ""NetworkType""]","[""Your Activity"", ""Login History"", ""LoginHistoryList""]","[""NetworkType""]",list,string,,No,,pre-trial,
Activity:Login History:LoginHistoryList:NetworkType,NetworkType,"[""Activity"", ""Login History"", ""LoginHistoryList"", ""NetworkType""]","[""Activity"", ""Login History"", ""LoginHistoryList""]","[""NetworkType""]",list,string,,No,,pre-trial,
Profile:Profile Information:ProfileMap:PlatformInfo:Name,Name,"[""Profile"", ""Profile Information"", ""ProfileMap"", ""PlatformInfo"", ""Name""]","[""Profile"", ""Profile Information"", ""ProfileMap"", ""PlatformInfo""]","[""Name""]",list,string,,No,,pre-trial,
Profile:Profile Info:ProfileMap:PlatformInfo:Name,Name,"[""Profile"", ""Profile Info"", ""ProfileMap"", ""PlatformInfo"", ""Name""]","[""Profile"", ""Profile Info"", ""ProfileMap"", ""PlatformInfo""]","[""Name""]",list,string,,No,,pre-trial,
Activity:Share History:ShareHistoryList:Method,Method,"[""Activity"", ""Share History"", ""ShareHistoryList"", ""Method""]","[""Activity"", ""Share History"", ""ShareHistoryList""]","[""Method""]",list,string,,No,,pre-trial,
Video:RecentlyDeletedPosts:PostList:Location,Location,"[""Video"", ""RecentlyDeletedPosts"", ""PostList"", ""Location""]","[""Video"", ""RecentlyDeletedPosts"", ""PostList""]","[""Location""]",list,string,,No,,pre-trial,
Post:Posts:VideoList:Location,Location,"[""Post"", ""Posts"", ""VideoList"", ""Location""]","[""Post"", ""Posts"", ""VideoList""]","[""Location""]",list,string,,No,Video:Videos:VideoList:Location,pre-trial,
Video:Videos:VideoList:Location,Location,"[""Video"", ""Videos"", ""VideoList"", ""Location""]","[""Video"", ""Videos"", ""VideoList""]","[""Location""]",list,string,,No,Video:Videos:VideoList:Location,pre-trial,
Location Review:Location Reviews:ReviewsList,ReviewsList,"[""Location Review"", ""Location Reviews"", ""ReviewsList""]",,"[""Location Review"", ""Location Reviews"", ""ReviewsList""]",static,object,,No,,pre-trial,
Post:Posts:VideoList:Link,Link,"[""Post"", ""Posts"", ""VideoList"", ""Link""]","[""Post"", ""Posts"", ""VideoList""]","[""Link""]",list,string,,No,Video:Videos:VideoList:Link,pre-trial,
Activity:Video Browsing History:VideoList:Link,Link,"[""Activity"", ""Video Browsing History"", ""VideoList"", ""Link""]","[""Activity"", ""Video Browsing History"", ""VideoList""]","[""Link""]",list,string,,No,Activity:Video Browsing History:VideoList:Link,pre-trial,
Activity:Share History:ShareHistoryList:Link,Link,"[""Activity"", ""Share History"", ""ShareHistoryList"", ""Link""]","[""Activity"", ""Share History"", ""ShareHistoryList""]","[""Link""]",list,string,,No,Activity:Share History:ShareHistoryList:Link,pre-trial,
Activity:Favorite Videos:FavoriteVideoList:Link,Link,"[""Activity"", ""Favorite Videos"", ""FavoriteVideoList"", ""Link""]","[""Activity"", ""Favorite Videos"", ""FavoriteVideoList""]","[""Link""]",list,string,,No,Activity:Favorite Videos:FavoriteVideoList:Link,pre-trial,
Your Activity:Watch History:VideoList:Link,Link,"[""Your Activity"", ""Watch History"", ""VideoList"", ""Link""]","[""Your Activity"", ""Watch History"", ""VideoList""]","[""Link""]",list,string,,No,Activity:Video Browsing History:VideoList:Link,pre-trial,
Your Activity:Favorite Sounds:FavoriteSoundList:Link,Link,"[""Your Activity"", ""Favorite Sounds"", ""FavoriteSoundList"", ""Link""]","[""Your Activity"", ""Favorite Sounds"", ""FavoriteSoundList""]","[""Link""]",list,string,,No,Your Activity:Favorite Sounds:FavoriteSoundList:Link,pre-trial,
Video:RecentlyDeletedPosts:PostList:Link,Link,"[""Video"", ""RecentlyDeletedPosts"", ""PostList"", ""Link""]","[""Video"", ""RecentlyDeletedPosts"", ""PostList""]","[""Link""]",list,string,,No,,pre-trial,
Video:Videos:VideoList:Link,Link,"[""Video"", ""Videos"", ""VideoList"", ""Link""]","[""Video"", ""Videos"", ""VideoList""]","[""Link""]",list,string,,No,Video:Videos:VideoList:Link,pre-trial,
Your Activity:Favorite Videos:FavoriteVideoList:Link,Link,"[""Your Activity"", ""Favorite Videos"", ""FavoriteVideoList"", ""Link""]","[""Your Activity"", ""Favorite Videos"", ""FavoriteVideoList""]","[""Link""]",list,string,,No,Activity:Favorite Videos:FavoriteVideoList:Link,pre-trial,
Post:Posts:VideoList:Likes,Likes,"[""Post"", ""Posts"", ""VideoList"", ""Likes""]","[""Post"", ""Posts"", ""VideoList""]","[""Likes""]",list,string,,No,Video:Videos:VideoList:Likes,pre-trial,
Video:RecentlyDeletedPosts:PostList:Likes,Likes,"[""Video"", ""RecentlyDeletedPosts"", ""PostList"", ""Likes""]","[""Video"", ""RecentlyDeletedPosts"", ""PostList""]","[""Likes""]",list,string,,No,,pre-trial,
Poi Review:POI Review:ReviewsList:Likes,Likes,"[""Poi Review"", ""POI Review"", ""ReviewsList"", ""Likes""]","[""Poi Review"", ""POI Review"", ""ReviewsList""]","[""Likes""]",list,string,,No,,pre-trial,
Video:Videos:VideoList:Likes,Likes,"[""Video"", ""Videos"", ""VideoList"", ""Likes""]","[""Video"", ""Videos"", ""VideoList""]","[""Likes""]",list,string,,No,Video:Videos:VideoList:Likes,pre-trial,
Income Plus Wallet Transactions:Transaction History:TransactionsList,TransactionsList,"[""Income Plus Wallet Transactions"", ""Transaction History"", ""TransactionsList""]",,"[""Income Plus Wallet Transactions"", ""Transaction History"", ""TransactionsList""]",static,object,,No,,pre-trial,
Activity:Login History:LoginHistoryList:IP,IP,"[""Activity"", ""Login History"", ""LoginHistoryList"", ""IP""]","[""Activity"", ""Login History"", ""LoginHistoryList""]","[""IP""]",list,string,,No,,pre-trial,
Your Activity:Login History:LoginHistoryList:IP,IP,"[""Your Activity"", ""Login History"", ""LoginHistoryList"", ""IP""]","[""Your Activity"", ""Login History"", ""LoginHistoryList""]","[""IP""]",list,string,,No,,pre-trial,
Your Activity:Status:Status List:IDFV,IDFV,"[""Your Activity"", ""Status"", ""Status List"", ""IDFV""]","[""Your Activity"", ""Status"", ""Status List""]","[""IDFV""]",list,string,,No,,pre-trial,
Activity:Status:Status List:IDFV,IDFV,"[""Activity"", ""Status"", ""Status List"", ""IDFV""]","[""Activity"", ""Status"", ""Status List""]","[""IDFV""]",list,string,,No,,pre-trial,
Your Activity:Status:Status List:IDFA,IDFA,"[""Your Activity"", ""Status"", ""Status List"", ""IDFA""]","[""Your Activity"", ""Status"", ""Status List""]","[""IDFA""]",list,string,,No,,pre-trial,
Activity:Status:Status List:IDFA,IDFA,"[""Activity"", ""Status"", ""Status List"", ""IDFA""]","[""Activity"", ""Status"", ""Status List""]","[""IDFA""]",list,string,,No,,pre-trial,
Your Activity:Hashtag:HashtagList:HashtagName,HashtagName,"[""Your Activity"", ""Hashtag"", ""HashtagList"", ""HashtagName""]","[""Your Activity"", ""Hashtag"", ""HashtagList""]","[""HashtagName""]",list,string,,No,Activity:Hashtag:HashtagList:HashtagName,pre-trial,
Activity:Hashtag:HashtagList:HashtagName,HashtagName,"[""Activity"", ""Hashtag"", ""HashtagList"", ""HashtagName""]","[""Activity"", ""Hashtag"", ""HashtagList""]","[""HashtagName""]",list,string,,No,Activity:Hashtag:HashtagList:HashtagName,pre-trial,
Your Activity:Hashtag:HashtagList:HashtagLink,HashtagLink,"[""Your Activity"", ""Hashtag"", ""HashtagList"", ""HashtagLink""]","[""Your Activity"", ""Hashtag"", ""HashtagList""]","[""HashtagLink""]",list,string,,No,Activity:Hashtag:HashtagList:HashtagLink,pre-trial,
Activity:Hashtag:HashtagList:HashtagLink,HashtagLink,"[""Activity"", ""Hashtag"", ""HashtagList"", ""HashtagLink""]","[""Activity"", ""Hashtag"", ""HashtagList""]","[""HashtagLink""]",list,string,,No,Activity:Hashtag:HashtagList:HashtagLink,pre-trial,
Your Activity:Status:Status List:GAID,GAID,"[""Your Activity"", ""Status"", ""Status List"", ""GAID""]","[""Your Activity"", ""Status"", ""Status List""]","[""GAID""]",list,string,,No,,pre-trial,
Activity:Status:Status List:GAID,GAID,"[""Activity"", ""Status"", ""Status List"", ""GAID""]","[""Activity"", ""Status"", ""Status List""]","[""GAID""]",list,string,,No,,pre-trial,
Your Activity:Favorite Effects:FavoriteEffectsList:EffectLink,EffectLink,"[""Your Activity"", ""Favorite Effects"", ""FavoriteEffectsList"", ""EffectLink""]","[""Your Activity"", ""Favorite Effects"", ""FavoriteEffectsList""]","[""EffectLink""]",list,string,,No,Your Activity:Favorite Effects:FavoriteEffectsList:EffectLink,pre-trial,
Your Activity:Login History:LoginHistoryList:DeviceSystem,DeviceSystem,"[""Your Activity"", ""Login History"", ""LoginHistoryList"", ""DeviceSystem""]","[""Your Activity"", ""Login History"", ""LoginHistoryList""]","[""DeviceSystem""]",list,string,,No,,pre-trial,
